词语,舒适度,款式,尺码,正品,颜色,做工细节,物流服务,性价比,商品整体质量,售后服务,售前服务
溢胶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
溥,0.000160,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
滋润,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
滑脚,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
满帅,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
满怀,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
满星,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
满蛮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
满鞋,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
滴汗,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
漆,0.000175,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
漏光,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
漏气,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
漏水,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
潮,0.000349,0.000339,0.000319,0.000324,0.000322,0.000320,0.000271,0.000293,0.000278,0.000351,0.000276
潮人,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
潮气,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
潮流,0.000378,0.000310,0.000319,0.000324,0.000351,0.000251,0.000271,0.000322,0.000255,0.000322,0.000303
潮鞋,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
火,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
火机,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
火葬场,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
火车,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
火速,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
灰,0.000422,0.000282,0.000290,0.000324,0.000322,0.000228,0.000271,0.000293,0.000255,0.000322,0.000276
灰尘,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
灰灰,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
灰色,0.000218,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000352,0.000232,0.000292,0.000276
炒菜,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
炮友,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
点儿,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
点料,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
点点,0.000437,0.000310,0.000290,0.000324,0.000322,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
点货,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
烂,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
烂透,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
热,0.000931,0.000282,0.000319,0.000295,0.000351,0.000274,0.000325,0.000352,0.000232,0.000292,0.000331
热天,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
热心,0.000407,0.000282,0.000319,0.000324,0.000293,0.000251,0.000298,0.000293,0.000255,0.000292,0.000303
热情,0.002575,0.000282,0.000290,0.000324,0.000322,0.000274,0.000379,0.000293,0.000417,0.000292,0.000469
热火,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
热点,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
煤,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
照,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
照片,0.001295,0.000339,0.000319,0.000383,0.000322,0.000251,0.000352,0.000352,0.000278,0.000322,0.000303
照镜子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
熊猫,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
熟客,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
爆粗,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爬山,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
爱,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爱人,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爱得瑞,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
爱爱,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
爱爱爱,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爱美,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爱脏,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000322,0.000232,0.000292,0.000276
父亲,0.000320,0.000282,0.000290,0.000295,0.000322,0.000251,0.000271,0.000293,0.000255,0.000292,0.000303
父母,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爷,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
爷爷,0.000218,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爸,0.000276,0.000282,0.000348,0.000295,0.000293,0.000297,0.000298,0.000322,0.000232,0.000322,0.000276
爸妈,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爸爸,0.002823,0.000395,0.000290,0.000354,0.000351,0.000388,0.000406,0.000322,0.000463,0.000351,0.000359
爸爸妈妈,0.000175,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
爹,0.000422,0.000282,0.000319,0.000295,0.000293,0.000274,0.000271,0.000293,0.000232,0.000292,0.000303
爽,0.000204,0.000282,0.000290,0.000295,0.000322,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
版,0.000160,0.000310,0.000319,0.000295,0.000322,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
版型,0.001179,0.000339,0.000290,0.000324,0.000322,0.000434,0.000298,0.000293,0.000255,0.000322,0.000331
版形,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
版本,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
版行,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
牌,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
牌子,0.000538,0.000282,0.000290,0.000295,0.000322,0.000274,0.000271,0.000322,0.000278,0.000322,0.000276
牛,0.000247,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
牛仔,0.000189,0.000282,0.000319,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
牛仔裤,0.000276,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000301,0.000292,0.000276
牛品,0.000262,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
牛津,0.000204,0.000282,0.000290,0.000295,0.000351,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
牛皮,0.000917,0.000310,0.000319,0.000295,0.000322,0.000297,0.000325,0.000322,0.000301,0.000292,0.000276
牛筋,0.000451,0.000282,0.000348,0.000295,0.000293,0.000297,0.000271,0.000293,0.000232,0.000322,0.000276
牛车,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
牧民,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
物业,0.000175,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物件,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物值,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物品,0.000349,0.000282,0.000319,0.000295,0.000351,0.000251,0.000298,0.000293,0.000232,0.000322,0.000303
物所,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
物料,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物流,0.003608,0.000367,0.000406,0.000324,0.000439,0.000754,0.045590,0.000410,0.001344,0.000585,0.000524
物流业,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
物理,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
物美,0.000204,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
牲口,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
特价,0.000204,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000292,0.000276
特响,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
特地,0.000291,0.000282,0.000348,0.000295,0.000293,0.000251,0.000271,0.000293,0.000278,0.000292,0.000276
特备,0.000175,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特大号,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
特奉,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特帅,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
特征,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特棒,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特殊气味,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特点,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特稼,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
特给力,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
特肥,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
犄角,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
状,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
状态,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
狗,0.000160,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
狗狗,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
狗眼,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
猪,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
猪皮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
猫,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000351,0.000276
猫店,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
猫腻,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
猴子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
王法,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
王者,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
王道,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
玛,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
玛蛋,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
玩儿,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
玩具,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
玩意,0.000262,0.000282,0.000319,0.000295,0.000293,0.000274,0.000271,0.000293,0.000232,0.000292,0.000276
玩意儿,0.000160,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000255,0.000292,0.000276
玩电脑,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
环节,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
现实,0.000175,0.000282,0.000290,0.000324,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000331
现象,0.000233,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
现货,0.000160,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
现金,0.000233,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
班,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000303
球,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
球服,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
球状,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
球鞋,0.000160,0.000282,0.000290,0.000324,0.000293,0.000274,0.000271,0.000322,0.000232,0.000292,0.000276
理想,0.000306,0.000339,0.000290,0.000295,0.000293,0.000274,0.000271,0.000293,0.000301,0.000322,0.000276
理由,0.000262,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
瑕疵,0.000786,0.000310,0.000319,0.000324,0.000322,0.000274,0.000271,0.000293,0.000278,0.000351,0.000303
瑞古,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
璐,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
瓒,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
瓶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
甘,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
甜头,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
生产商,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
生产日期,0.000146,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
生意人,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
生效,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
生气,0.000276,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000322,0.000276
生病,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
用,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
用力,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
用品,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
用心,0.000218,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000255,0.000292,0.000276
用户,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
用料,0.000291,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
用水,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
用点,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
申通,0.000233,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000303
电,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
电瓶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
电脑,0.000349,0.000282,0.000290,0.000295,0.000322,0.000251,0.000298,0.000293,0.000232,0.000292,0.000276
电话,0.000378,0.000310,0.000319,0.000295,0.000293,0.000228,0.000406,0.000293,0.000232,0.000292,0.000303
电话号码,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
男,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
男人,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
男友,0.000466,0.000310,0.000319,0.000324,0.000293,0.000274,0.000271,0.000293,0.000255,0.000292,0.000276
男士,0.000204,0.000282,0.000319,0.000324,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
男士们,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
男女,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
男女生,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
男宅,0.000626,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
男朋友,0.002386,0.000367,0.000406,0.000324,0.000322,0.000434,0.000298,0.000322,0.000348,0.000322,0.000331
男款,0.000146,0.000310,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
男生,0.000218,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
男票,0.000218,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000292,0.000276
男鞋,0.000233,0.000282,0.000290,0.000324,0.000322,0.000274,0.000271,0.000293,0.000232,0.000292,0.000276
界,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
畸形,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
疙瘩,0.000175,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
疙脚,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
疤,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
疤痕,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
疵,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
疼,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
病,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
症状,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
痕迹,0.000175,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000322,0.000331
痞,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
痱子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
瘦身,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
瘦长,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
登山,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
登山包,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
發貨,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
白,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000322,0.000276
白搭,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
白白,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
白白浪费,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
白胶,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
白色,0.001004,0.000339,0.000319,0.000295,0.000322,0.000343,0.000325,0.000293,0.000255,0.000322,0.000303
白菜,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
白菜价,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
白袜子,0.000233,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
白领,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
白马王子,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
百货,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
百雀,0.000175,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
皇,0.000175,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皇冠,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000322,0.000276
皮,0.003536,0.000310,0.000290,0.000354,0.000380,0.000297,0.000325,0.000352,0.000301,0.000292,0.000359
皮具,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮制,0.000189,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
皮包,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
皮味,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
皮子,0.002503,0.000310,0.000435,0.000324,0.000293,0.000343,0.000298,0.000322,0.000301,0.000322,0.000276
皮带,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
皮底,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮料,0.000306,0.000310,0.000319,0.000295,0.000293,0.000297,0.000271,0.000293,0.000278,0.000292,0.000276
皮板,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
皮毛,0.000480,0.000282,0.000290,0.000295,0.000322,0.000251,0.000298,0.000293,0.000255,0.000292,0.000276
皮皮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮筋,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮纹,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮耐,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
皮肤,0.000189,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000292,0.000276
皮臭,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮衣,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
皮质,0.005602,0.000423,0.000406,0.000383,0.000380,0.000365,0.000379,0.000410,0.000463,0.000380,0.000303
皮里,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
